rank	run_id	checkpoint	checkpoint_exists	checkpoint_size_bytes	checkpoint_sha256	config_exists	config_sha256	metrics_exists	metrics_sha256	best_step	full_mse	pearson
1	rna_seq11_1bpB_broad_w12_track_hard15_beta05_from_w10best1000_lr1e-5_seedrand_1500steps	runs/rna_seq11_1bpB_broad_w12_track_hard15_beta05_from_w10best1000_lr1e-5_seedrand_1500steps/adapter_head_best.pt	True	5664456	d4f178c836410651dbaf7c5008d5f919204868911f0b964c7e0a66bee1e56fca	True	01ce7436d81f28138abfe243e54751df70aafdedebb30b99d1a9b4d312438fe5	True	ab3037cca022edbb7c26961faaedbfb5548ebf86d4702c2568309d0a13a31310	750	0.8355771	0.69463443
2	rna_seq11_1bpB_broad_w13_track_hard15_beta05_from_w10best1000_lr3e-6_seedrand_1000steps	runs/rna_seq11_1bpB_broad_w13_track_hard15_beta05_from_w10best1000_lr3e-6_seedrand_1000steps/adapter_head_best.pt	True	5664456	dcd19383404b4591a57999a70ff842c2c10e4dffe2a2b1d55853a219dcad6c2d	True	7cfebc346337366c7e91cc994ead082fd91873630a63e7a71dd2cc85bab2f6b6	True	5dc7d3298da78e95f2620511b5ccfdffa93fed82264ebf69e615b7fe9e84d7b8	250	0.83563143	0.6944516
3	rna_seq11_1bpB_broad_w10_track_hard15_beta05_from_w6beta05best1500_lr1e-5_seedrand_1500steps	runs/rna_seq11_1bpB_broad_w10_track_hard15_beta05_from_w6beta05best1500_lr1e-5_seedrand_1500steps/adapter_head_best.pt	True	5664456	9cbba92e756a1dc05c6440f0bc59b0636e41bec9bf8ce178cb60e8e5257f7aec	True	0be114d0e59332f60ea85adceaae95294e659e92f46884a9b9e4403bb84e281a	True	a49ae8d758fc31ac582d3c7b53961a5e7492c9ecea20522251a0e3d05966a7e4	1000	0.83564435	0.69462896
4	rna_seq11_1bpB_broad_w11_track_hard15_beta05_from_w10best750_lr1e-6_seedrand_1000steps	runs/rna_seq11_1bpB_broad_w11_track_hard15_beta05_from_w10best750_lr1e-6_seedrand_1000steps/adapter_head_best.pt	True	5664392	cabaf8f1801ad5adbd744917392126fd54e73d92963595084e88979151703473	True	fe292939ea9e1855239ac970f635fdb358d38d0b85b5587398453ae0ea92c746	True	0f83cf04fdbc9e3ce0ff23437228372387a548ed3a28900f7b779154bfa8a3db	250	0.83573077	0.69436124
5	rna_seq11_1bpB_broad_w11_uniform_beta05_from_w10best1000_lr3e-6_seedrand_1000steps	runs/rna_seq11_1bpB_broad_w11_uniform_beta05_from_w10best1000_lr3e-6_seedrand_1000steps/adapter_head_best.pt	True	5664328	5cee293222bba57986f12789d58c30de38b2ecc6303fda3e52952232a980d853	True	5b10b743b2f2895e4b47c572be6e4119dc350fe78a08576d86bc35c039112601	True	ecd08a220504d8e4cca8448a8640f2fc8854b1ece8068fd690db6b2acdbc90e3	250	0.83574712	0.69432326
6	rna_seq11_1bpB_calib_w1_rank1_trackaffine_lr3e-5_1000steps	runs/rna_seq11_1bpB_calib_w1_rank1_trackaffine_lr3e-5_1000steps/adapter_head_best.pt	True	5665622	0839f73ff7d47f40a42b4476920b4c7adb1cf08014f26d33e59cc7c401569175	True	43a6a80a4190e60d52243c91bfa587b412b3c88ba0394e8c952d03c74a97acc8	True	76b76336e66ea4e8634f4acc3b6f165925691bf25f14d8224cc544ee039cd3d2	250	0.83577257	0.69463217
7	rna_seq11_1bpB_calib_w1_rank3_trackaffine_lr3e-5_1000steps	runs/rna_seq11_1bpB_calib_w1_rank3_trackaffine_lr3e-5_1000steps/adapter_head_best.pt	True	5665622	5c27cc012b8769dc78e49d7a3c60354ebe4faedc92d1aeeedb401f9de49d3208	True	c4796d9f3665b25b27a0364fb63d68822eac0ad40b2ad442285b3900668e9e6e	True	4c99fb53115a8a5ad18dad4f8b2c42ff5c917db28c19f8c8c3dc5af0e19a9921	250	0.83581003	0.69462708
8	rna_seq11_1bpB_broad_w6_track_hard15_beta05_from_w5best_lr1e-5_seedrand_1500steps	runs/rna_seq11_1bpB_broad_w6_track_hard15_beta05_from_w5best_lr1e-5_seedrand_1500steps/adapter_head_best.pt	True	5664392	906da0d38b9a56f32510cf1f9afa84148f2716a6f17c03b00e6f3b00cf5f4d4e	True	8102d36c6123046f19b3f8d69ab0a7fd2c60fc990524c0409cfcefe779089646	True	d74a076d4645328bb66db4f8f85ae809bc31d3f014445bedee3271344bb97e4b	1500	0.83582169	0.69423686
9	rna_seq11_1bpB_geneaux_w1_rank1_lambda003_lr3e-6_1000steps	runs/rna_seq11_1bpB_geneaux_w1_rank1_lambda003_lr3e-6_1000steps/adapter_head_best.pt	True	5664968	959abb734757db94b8c6100b4951d4718c5e64493f04f0180a810e7da9835971	True	83a3283ad532670bad407b794feccf40aa5475555937148c238f7fccc6dd168c	True	b7d4ff478846743dd32a3a6414f18ae44c2b0813f67b25c71872c5f2db2f3ec5	250	0.83582663	0.69441821
10	rna_seq11_1bpB_broad_w10_track_hard15_beta05_from_w6beta05best1500_lr3e-6_seedrand_1000steps	runs/rna_seq11_1bpB_broad_w10_track_hard15_beta05_from_w6beta05best1500_lr3e-6_seedrand_1000steps/adapter_head_best.pt	True	5664456	ca62d0a59867d50a2dac42d7147f002e26bceee731b15a1f4373ddc203a6c534	True	9cf79691485835339ee99ad85a4d174c40e85632cc013520043dadbc146322d2	True	f4b7ee652c3be11a9070b34cc2a9d17b7245540654dd4fc9496f06129e65b03f	750	0.83583516	0.69431161
11	rna_seq11_1bpB_broad_w8_track_hard15_beta05_from_w6beta05best750_lr3e-6_seedrand_1000steps	runs/rna_seq11_1bpB_broad_w8_track_hard15_beta05_from_w6beta05best750_lr3e-6_seedrand_1000steps/adapter_head_best.pt	True	5664456	69b68f41c96040c1b54970732cd6d408ba2e54cbbf2428a05b3475eba844a956	True	973331b70da20d77ebdc065f5d0d57a802929424b79373a1196af7f6bdbdf6eb	True	a1a8606b1b6bf73e4e8b88edc2b98bcc98b957eb90020b241ff45d23980c57c5	500	0.83596947	0.69424414
12	rna_seq11_1bpB_broad_w8_track_hard15_beta05_from_w6beta05best750_lr1e-6_seedrand_1000steps	runs/rna_seq11_1bpB_broad_w8_track_hard15_beta05_from_w6beta05best750_lr1e-6_seedrand_1000steps/adapter_head_best.pt	True	5664456	7061f6ccd7be81bcfaf6d045dbe4c60f46ba3c656c24fe3cb9b6ca04a430ae59	True	fb445b454679ede6ea9aca7634c54585339337ff2ecb7144771e52913dbe67d9	True	b82322d0e353649a31c5275efbd92ae2514db2c926d1e4b929291a7b78949bd7	500	0.83599538	0.69421002
13	rna_seq11_1bpB_broad_w9_track_hard15_beta05_from_w6beta05best1000_lr3e-6_seedrand_1000steps	runs/rna_seq11_1bpB_broad_w9_track_hard15_beta05_from_w6beta05best1000_lr3e-6_seedrand_1000steps/adapter_head_best.pt	True	5664456	94ec4e9ffa25df8924ee57cf44ab5b48fc0282c538e9c8cd2c52055853498dc7	True	611cba0e15042cc01d94c17eae8f225dee92df11d8e6ad963f079e5d4bce4697	True	cc20895c044c5a383b26f0e0e58f74c8159c5429dfdd3f17bc866ed7dca92a4f	250	0.83599816	0.69420599
14	rna_seq11_1bpB_broad_w7_track_hard15_beta05_from_w6beta05best_lr3e-6_seedrand_1000steps	runs/rna_seq11_1bpB_broad_w7_track_hard15_beta05_from_w6beta05best_lr3e-6_seedrand_1000steps/adapter_head_best.pt	True	5664392	8db634e3b5b07fd5e563d19a5194447ff79db75aedbd21c2b7012d363e21c7e0	True	a56aab1da4832f12811a9b1adc4a3792056ca513df6747032e3af636233c7989	True	45e4752e2bddff9dc512cd03aabc4a9ffd01642e769107706be2a980b9576838	500	0.83605101	0.69417615
15	rna_seq11_1bpB_calib_w1_rank1_trackaffine_lr1e-4_500steps	runs/rna_seq11_1bpB_calib_w1_rank1_trackaffine_lr1e-4_500steps/adapter_head_best.pt	True	5665622	643d4cfeadd5c1271518f2574636a1caf3b8a1c6aded4311b8aa92f6944b7473	True	f9ba3be4e2d06802bd86497c0ea1a043cfbaaa660ac7f9400b8fff2d5faecbf1	True	d965fb65b67032f3365db0bd49bda2c42b38e39e7bd4114f32e88c38965035a7	250	0.83607037	0.69462573
16	rna_seq11_1bpB_broad_w6_track_hard15_alpha025_from_w5best_lr1e-5_seedrand_1500steps	runs/rna_seq11_1bpB_broad_w6_track_hard15_alpha025_from_w5best_lr1e-5_seedrand_1500steps/adapter_head_best.pt	True	5664392	88fbaefd6138b7887e4d3f14f10c4c7e8b26c1d442b4564927e6a2776d5e403f	True	4975c0a631ce251d1c5b418a1a322fb514437fb1447bbce3a84864dae816ec15	True	f1f5802725df3ae854ea1b27f48e5d5d40060ab57f95d8a44ebc62a9a00eca13	1000	0.83638968	0.69386931
17	rna_seq11_1bpB_region_w1_rank1_exongene_v2_lr1e-5_1000steps	runs/rna_seq11_1bpB_region_w1_rank1_exongene_v2_lr1e-5_1000steps/adapter_head_best.pt	True	5664968	252f688bf3f8ad6662c336c7ced210e3683cbc8f234d9889a82e94b305fe851b	True	2d51b5fdd0d1ce2c2a2c90881204fda9dccbb04e2c7a0dc03baa8761f2bd44cc	True	f9c88523a1ee453f31b05913866932018d62c2fdb2ff4411c6d7bb4509de13c3	500	0.83667866	0.69444571
18	rna_seq11_1bpB_broad_w5_track_hard15_from_w4best2000_lr1e-5_seedrand_1500steps	runs/rna_seq11_1bpB_broad_w5_track_hard15_from_w4best2000_lr1e-5_seedrand_1500steps/adapter_head_best.pt	True	5664392	848df72db82e01579fd7364cf80c1db646057ed9460b59541496c4cbc976c296	True	f0447708777c1c67ce06ae763086490515cd1b5b9fae65d2d133b59bdf279fc0	True	c82a65bd352aeb5292a35b96cf0a4e54069ffa088bb44261f4c9c373ea494bc6	250	0.83688281	0.69407776
19	rna_seq11_1bpB_broad_w6_uniform_from_w5best_lr1e-5_seedrand_1500steps	runs/rna_seq11_1bpB_broad_w6_uniform_from_w5best_lr1e-5_seedrand_1500steps/adapter_head_best.pt	True	5664264	6428fda5a811943628e2662821022e4420c832d788a5d4ec2c4b93bc6e0faaa4	True	929f564dd35363a9405ce895d9c6095932fb5d738221bf13e71305f928ba19cf	True	456aba2b54cd8375bbb19adeb056f1561f4cc15e89bf23806d8af82f3fb16e35	500	0.8369105	0.6939834
20	rna_seq11_1bpB_broad_w5_track_hard15_from_w4best1500_lr1e-5_seedrand_1500steps	runs/rna_seq11_1bpB_broad_w5_track_hard15_from_w4best1500_lr1e-5_seedrand_1500steps/adapter_head_best.pt	True	5664392	4be5f0e4620067d6f6c473938e383ace72c9ec6cd87cb703bf23e01cad8b5e6c	True	a355a6c8fc744d12115a6c0ae7239883cc1f03a7845cf2adb4e2bf5708ae2b8e	True	52f5026d80c4063b7f70365a771951b30f46393b571e684d8efff0c7a1420da4	1500	0.83694736	0.69398317
21	rna_seq11_1bpB_broad_w5_track_hard15_from_w4best1500_lr3e-5_seedrand_1500steps	runs/rna_seq11_1bpB_broad_w5_track_hard15_from_w4best1500_lr3e-5_seedrand_1500steps/adapter_head_best.pt	True	5664392	5c5de6e33931a073270cbcdf2ccf3b4b5f932d57768b69f24f4c59ae8f957197	True	fc170f00cb133e1a41baf68cdfaddd157a0033937f09eaafd0b65dcf20ff0439	True	c5fa8d7fa1fcf06705af426a4ce450e0ce63f7d4045fc21cb6f5a35e7fe76f29	1000	0.83697471	0.69413929
22	rna_seq11_1bpB_broad_w6_track_hard15_from_w5best2000_lr3e-6_seedrand_1000steps	runs/rna_seq11_1bpB_broad_w6_track_hard15_from_w5best2000_lr3e-6_seedrand_1000steps/adapter_head_best.pt	True	5664392	2d23d89adc4e14a3988b1c3df94c922e31dc62eab338b3226f733c9417f1a967	True	3e41b07b59ebc275276991ac3f348a0b526a1b9d870aec5dc048dbc874c26ad1	True	8186170a16d264acdb0b9038e2edc4e0391df7c847765c2d4ae658846b8f3ab8	1000	0.83698893	0.69389318
23	rna_seq11_1bpB_region_geneaux_w1_rank1_exongene_v2_lambda003_lr3e-6_1000steps	runs/rna_seq11_1bpB_region_geneaux_w1_rank1_exongene_v2_lambda003_lr3e-6_1000steps/adapter_head_best.pt	True	5664968	04fd1ff4f32eda5f0c826b0463b72069e4542004fae99e1382f7273b4db307d7	True	5fecb4788f8d2eef23f43ecb382d3be804589e77c87e0719e2a3cd897e08a43b	True	38931895b416a672ee60019ea5066f5828f7025a31439465b8e4f1aab6d2faf8	250	0.83701929	0.69452228
24	rna_seq11_1bpB_broad_w4_track_hard15_extend_from_w2best3000_lr3e-5_seedrand_2000steps	runs/rna_seq11_1bpB_broad_w4_track_hard15_extend_from_w2best3000_lr3e-5_seedrand_2000steps/adapter_head_best.pt	True	5664392	b7e93185378ea82538b0b8dd0cf4181ca3cf2302a41c537966e5751878adc6a6	True	6a20d55e171b5723eb8fd339c6dfdd27466dff73cb130f3e621f48b9b5d76389	True	c962dac0aef01c07dfdc97e4978da454cfb72940dc0e74a31ee758fd04178aff	2000	0.83717607	0.69400372
25	rna_seq11_1bpB_broad_w5_track_hard15_from_w4best1000_lr1e-5_seedrand_1500steps	runs/rna_seq11_1bpB_broad_w5_track_hard15_from_w4best1000_lr1e-5_seedrand_1500steps/adapter_head_best.pt	True	5664392	bd72226737cfbfaca277588eebc6b4832fd792e189c4a19ae20297474f055dfe	True	64bb7f8829adbe141e300d461382cfb6b4f63b9de38abf2cded79075c6cd492e	True	0cfbaa6974b4027cd68994a75c936d29099795a27aa1eb61de66012689a3870d	750	0.8372518	0.69391158
26	rna_seq11_1bpB_broad_w6_track_hard15_alpha025_beta05_from_w5best_lr1e-5_seedrand_1500steps	runs/rna_seq11_1bpB_broad_w6_track_hard15_alpha025_beta05_from_w5best_lr1e-5_seedrand_1500steps/adapter_head_best.pt	True	5664392	b12711ea013ee68a1175088e0aa559e0956101e8f84b9a3eeaa7c5e519968b74	True	a261d37a57d4cd4e5c42113ccc83bb29e95026195e643df271bf5cc632177ee2	True	a7b0db38e723fe11ccff95fb00a04805dfa178e6996b71bd4714372bce1da47b	250	0.83735886	0.69363276
27	rna_seq11_1bpB_broad_w4_track_hard15_from_w2best3000_resl2_1e-4_lr1e-5_seedrand_1500steps	runs/rna_seq11_1bpB_broad_w4_track_hard15_from_w2best3000_resl2_1e-4_lr1e-5_seedrand_1500steps/adapter_head_best.pt	True	5664456	59a8d34ffdc24ad6f022bd7a2b2bd1d511c6c86359143933a62b04edb5d7146f	True	7c1a3829375422768f4038f206c0f68a03e774f8ea2fa685160c809cfe978f95	True	ac7b9648cab17b25837983919064a2440add8c92d1c7ac49c5d72c48987c394d	1000	0.83751671	0.69357252
28	rna_seq11_1bpB_broad_w4_track_hard15_from_w2best3000_lr1e-5_seedrand_1500steps	runs/rna_seq11_1bpB_broad_w4_track_hard15_from_w2best3000_lr1e-5_seedrand_1500steps/adapter_head_best.pt	True	5664392	f2db92bf5e488314eb34de4d90a62696241ecd596dc2838eb826bc61029add6a	True	e3598b01b738be1fe2d97af95577ecbec95312461d7ea954b223fba041072144	True	5c7d70e6a0992da4ffcc1caf37f28bf2e2c57f9d51a1a4dd0b7e359bc44a9244	1000	0.83764264	0.69383379
29	rna_seq11_1bpB_region_w1_rank1_exongene_v1_lr1e-5_1500steps	runs/rna_seq11_1bpB_region_w1_rank1_exongene_v1_lr1e-5_1500steps/adapter_head_best.pt	True	5664968	c56a7a552de389e29e936ab5e6b3cc545344222d9d99cb0665fc87ed93960cda	True	af03624142669ca201500e7b9881fc793ec7ba8afae3bf893f4cf5d623c84c5d	True	6b85dbce1cd63a7f6f320bcbc31b6e19d8e180482d1061367e9bde507726d212	250	0.83771714	0.69460584
30	rna_seq11_1bpB_broad_w2_track_hard15_from_finalbest_lr3e-5_seedrand_3000steps	runs/rna_seq11_1bpB_broad_w2_track_hard15_from_finalbest_lr3e-5_seedrand_3000steps/adapter_head_best.pt	True	5664392	18643ae5e601f8385db3be5d807c559930771f5f1f0be41b672b33eeb2665a79	True	9415ea643424ba745892d776b3265ceac03de61a365138111d9119409bb6f2a4	True	93eb2f5964bf732389f4d1943b0828182d1288adc97559a9ab5f8b1890a709f4	3000	0.83781822	0.69365538
31	rna_seq11_1bpB_broad_w4_track_hard15_from_w2best3000_resl2_3e-4_lr1e-5_seedrand_1500steps	runs/rna_seq11_1bpB_broad_w4_track_hard15_from_w2best3000_resl2_3e-4_lr1e-5_seedrand_1500steps/adapter_head_best.pt	True	5664456	db7b867a2b3afdb8ec71d8024070e0afa005498651fd7996b51adad46284ab48	True	0ba0c6f60cc59bd5ce2946df9e9ba639abca43f9d56a25403b418b30612e2144	True	4dc84187b4f824e99fbbb780fb041f72ab8ac89109528392abd50ac38fd0df0a	250	0.83787193	0.6936845
32	rna_seq11_1bpB_broad_w6_track_hard15_beta2_from_w5best_lr1e-5_seedrand_1500steps	runs/rna_seq11_1bpB_broad_w6_track_hard15_beta2_from_w5best_lr1e-5_seedrand_1500steps/adapter_head_best.pt	True	5664392	b65473ac3b46ff160cbe60d18e4c8562b24480e84c2eb5747b7f65928d672c10	True	1a851e26713e1fa391f6b4f5638400336eaef6e9016e8006f522fc0cb0cd24dc	True	245a11cc9146893a04048164b713163e21a9809f4392f10b061a036ad225feca	250	0.83801078	0.69392486
33	rna_seq11_1bpB_broad_w3_track_hard15_from_w2best_resl2_3e-4_lr1e-5_seedrand_1500steps	runs/rna_seq11_1bpB_broad_w3_track_hard15_from_w2best_resl2_3e-4_lr1e-5_seedrand_1500steps/adapter_head_best.pt	True	5664392	1c75a9566d1de481baf4d9acf76f608e0e76c11d6df99abdf4c42c398eae4bbe	True	654de09f2548f538c69b5eaa9d8ff2d30676d2b5f7d2f224c177d0e8e66233c0	True	2bcb941b54fe213c69b7ad26fe8f90369edb88d9c1fafc4557b99a2b6da296c2	500	0.83810566	0.6933924
34	rna_seq11_1bpB_broad_w3_track_hard15_from_w2best_lr1e-5_seedrand_2000steps	runs/rna_seq11_1bpB_broad_w3_track_hard15_from_w2best_lr1e-5_seedrand_2000steps/adapter_head_best.pt	True	5664392	250eac22d156d52b67e79c6ac90aac2f73a378a02ae7bcb3aee080b3956ec1e5	True	38420a1bf43439479b437ce6502e4a3d86b64a16201ab56dea8a2cfc3a9c5c18	True	e7e02c3ad3ddaed49ef5f7213199440470cb92a063b7d3a90f98d3a11edc011c	1250	0.83815001	0.69333958
