sample_uid	batch	run_accession	experiment_accession	biosample_accession	sra_sample_accession	bioproject_accession	sra_study_accession	geo_accession	pubmed_id	local_path	local_size_bytes	sha256	sha256_matches_prior_inventory	wbcel235_exact	organism	strain	genotype	sex	tissue_or_cell_type	development_stage	condition	assay	library_source	library_selection	library_layout	mean_read_length_bp_derived	read_length_status	strandedness	biological_replicate	technical_replicate	study_title	provided_data_source	sharepoint_paper_lab	provided_stage	sharepoint_stage	ena_sample_stage	provided_tissue	ena_sample_tissue	bigwig_generator	bigwig_reference_genome	bigwig_aligner	bigwig_generation_command	signal_unit	normalization_class	mathematically_convertible_without_source_reads	read_count	base_count	fastq_available	fastq_md5	fastq_file_bytes	fastq_bytes	fastq_ftp	bam_available	bam_bytes	bam_ftp	ena_query_status	metadata_conflict_flags	metadata_evidence_status	include_formal_v2	exclusion_reason
rna_seq:SRR36719215	sharepoint_2026-07-13_new439	SRR36719215	SRX31723528	SAMN54501200	SRS27692141	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719215.bw	30625181	651afdbab286e3b32633eb55ab77906dd554c13275487e4ca8355c925e860e11	True	True	Caenorhabditis elegans	WT+treated	WT+treated		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	19389081	1958297181	True	24645c59d7a518d14d8e7c6ab8760b7f	1007272635	1007272635	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/015/SRR36719215/SRR36719215.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719216	sharepoint_2026-07-13_new439	SRR36719216	SRX31723527	SAMN54501199	SRS27692140	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719216.bw	28538351	020d9ea062bb5c29c0e55c74c32655aad0134cba1f380c7a00af0c46d27e4b5e	True	True	Caenorhabditis elegans	WT+treated	WT+treated		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	16850532	1701903732	True	e874b99719883d36a2fe800a1607081a	868741265	868741265	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/016/SRR36719216/SRR36719216.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719217	sharepoint_2026-07-13_new439	SRR36719217	SRX31723526	SAMN54501198	SRS27692139	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719217.bw	32119164	da18784a79199b4931e06575eeadb5af10a20fee3431d906187313c3dfd46e87	True	True	Caenorhabditis elegans	WT+treated	WT+treated		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	19867436	2006611036	True	2d4f40f987d1f2e0f93a4b85180bd16a	1031113669	1031113669	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/017/SRR36719217/SRR36719217.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719218	sharepoint_2026-07-13_new439	SRR36719218	SRX31723525	SAMN54501197	SRS27692138	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719218.bw	32131052	ed5ab5000d216ae65df0aac7f32af1f4e6cd2e2a6e01cfccc34da90807cd5d0d	True	True	Caenorhabditis elegans	mutated+treated	mutated+treated		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	17702258	1787928058	True	72bb93fe929508988642279886ba8979	913061242	913061242	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/018/SRR36719218/SRR36719218.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719219	sharepoint_2026-07-13_new439	SRR36719219	SRX31723524	SAMN54501196	SRS27692137	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719219.bw	29270739	b7015654cf578f2216d696e3dad778551eea2d5d26b76cdee9823659745a753e	True	True	Caenorhabditis elegans	mutated+treated	mutated+treated		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	17536874	1771224274	True	fd4066f1b86bce2c2aa5729a1ffb111c	908666475	908666475	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/019/SRR36719219/SRR36719219.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719220	sharepoint_2026-07-13_new439	SRR36719220	SRX31723523	SAMN54501187	SRS27692136	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719220.bw	29757948	852e52decb38c7a95c83a46fd867895b066f0fa1e55470b5298b0592b9173c5c	True	True	Caenorhabditis elegans	WT	WT		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	16519620	1668481620	True	4d0b2993494a6c4c60147a1549969ed5	849847824	849847824	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/020/SRR36719220/SRR36719220.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719221	sharepoint_2026-07-13_new439	SRR36719221	SRX31723522	SAMN54501186	SRS27692135	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719221.bw	27627125	4d4aa22d64b9d99fe70cb8a3c7b4256db8ce7c60309e0dab7176347fcbf688ea	True	True	Caenorhabditis elegans	WT	WT		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	15369621	1552331721	True	88686c1069b753a2c969f1c63498542a	789245036	789245036	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/021/SRR36719221/SRR36719221.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR4069200	sharepoint_2026-07-13_new439	SRR4069200	SRX2055968	SAMN05710985	SRS1647988	PRJNA321853	SRP075274	GSE81520	27688402	shared/sharepoint_2026-07-13/training_input_bigwig/SRR4069200.bw	52961846	cb113097236f3841e44a5ba2c720b72d8fb0dc58b5c549a2e33ef406c4359de8	True	True	Caenorhabditis elegans	PS3551	mutated		whole animal	L2		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	49	derived_from_ENA_base_count_read_count_layout	unknown		unknown	RNA-seq analysis in C. elegans larval development and heat shock	PRJNA321849		L2		L2 larvae		whole animal	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	36816446	1804005854	True	913c4fb6f76dc5650e062dac3e4de772	1219609874	1219609874	ftp.sra.ebi.ac.uk/vol1/fastq/SRR406/000/SRR4069200/SRR4069200.fastq.gz	False	0		success	provided_project_vs_ena_project	source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR4069201	sharepoint_2026-07-13_new439	SRR4069201	SRX2055969	SAMN05710986	SRS1647992	PRJNA321853	SRP075274	GSE81520	27688402	shared/sharepoint_2026-07-13/training_input_bigwig/SRR4069201.bw	50051395	c76f41b03d8967e25f6261733d30770891470abeda5249b1c04928342c0cdace	True	True	Caenorhabditis elegans	PS3551	mutated		whole animal	L2		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	49	derived_from_ENA_base_count_read_count_layout	unknown		unknown	RNA-seq analysis in C. elegans larval development and heat shock	PRJNA321849		L2		L2 larvae		whole animal	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	32191990	1577407510	True	3e57fbd572fbca52cd1ddf5406b3566f	1063843553	1063843553	ftp.sra.ebi.ac.uk/vol1/fastq/SRR406/001/SRR4069201/SRR4069201.fastq.gz	False	0		success	provided_project_vs_ena_project	source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR4069202	sharepoint_2026-07-13_new439	SRR4069202	SRX2055970	SAMN05710987	SRS1647990	PRJNA321853	SRP075274	GSE81520	27688402	shared/sharepoint_2026-07-13/training_input_bigwig/SRR4069202.bw	50551908	d3902297cffe86c5dcd2133b6eb8b59b5c7c749ec80a4b2a31b068f16dfb3fd6	True	True	Caenorhabditis elegans	PS3551	mutated		whole animal	L2		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	49	derived_from_ENA_base_count_read_count_layout	unknown		unknown	RNA-seq analysis in C. elegans larval development and heat shock	PRJNA321849		L2		L2 larvae		whole animal	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	31861076	1561192724	True	787620b0f70c01bcbabfb997af550e61	1052099696	1052099696	ftp.sra.ebi.ac.uk/vol1/fastq/SRR406/002/SRR4069202/SRR4069202.fastq.gz	False	0		success	provided_project_vs_ena_project	source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR4069203	sharepoint_2026-07-13_new439	SRR4069203	SRX2055971	SAMN05710988	SRS1647993	PRJNA321853	SRP075274	GSE81520	27688402	shared/sharepoint_2026-07-13/training_input_bigwig/SRR4069203.bw	43246687	8a2f00bdd27a17191cd094f6407f9690972e124072784b0dc29af0ce4b044b84	True	True	Caenorhabditis elegans	PS3551	mutated		whole animal	L2		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	49	derived_from_ENA_base_count_read_count_layout	unknown		unknown	RNA-seq analysis in C. elegans larval development and heat shock	PRJNA321849		L2		L2 larvae		whole animal	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	29217135	1431639615	True	b100464397fe3afa9983a177029030f3	874150579	874150579	ftp.sra.ebi.ac.uk/vol1/fastq/SRR406/003/SRR4069203/SRR4069203.fastq.gz	False	0		success	provided_project_vs_ena_project	source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR4069204	sharepoint_2026-07-13_new439	SRR4069204	SRX2055972	SAMN05710977	SRS1647997	PRJNA321853	SRP075274	GSE81520	27688402	shared/sharepoint_2026-07-13/training_input_bigwig/SRR4069204.bw	53016154	a87bd74724482da4ab3c6805d2dc0658783a34712078241effee90ae2d7b684e	True	True	Caenorhabditis elegans	PS3551	mutated		whole animal	L2		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	49	derived_from_ENA_base_count_read_count_layout	unknown		unknown	RNA-seq analysis in C. elegans larval development and heat shock	PRJNA321849		L2		L2 larvae		whole animal	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	42825000	2098425000	True	6872af412355f717648eefbe0eb444ce	1486459335	1486459335	ftp.sra.ebi.ac.uk/vol1/fastq/SRR406/004/SRR4069204/SRR4069204.fastq.gz	False	0		success	provided_project_vs_ena_project	source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR4069205	sharepoint_2026-07-13_new439	SRR4069205	SRX2055973	SAMN05710983	SRS1647994	PRJNA321853	SRP075274	GSE81520	27688402	shared/sharepoint_2026-07-13/training_input_bigwig/SRR4069205.bw	52990067	e2dfe03bd1f9f315651b05a8737ad84ebe778be6ac3ac86b9fe5e8c99189546c	True	True	Caenorhabditis elegans	PS3551	mutated		whole animal	L2		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	49	derived_from_ENA_base_count_read_count_layout	unknown		unknown	RNA-seq analysis in C. elegans larval development and heat shock	PRJNA321849		L2		L2 larvae		whole animal	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	41117664	2014765536	True	87ca188d978302d97e3b1e01316b8abe	1415231404	1415231404	ftp.sra.ebi.ac.uk/vol1/fastq/SRR406/005/SRR4069205/SRR4069205.fastq.gz	False	0		success	provided_project_vs_ena_project	source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR4069206	sharepoint_2026-07-13_new439	SRR4069206	SRX2055974	SAMN05710984	SRS1647996	PRJNA321853	SRP075274	GSE81520	27688402	shared/sharepoint_2026-07-13/training_input_bigwig/SRR4069206.bw	39792227	36a9e3dff30cdd60b5d218bf646dca84fc35138cf8dcaaec682602d338e9a67b	True	True	Caenorhabditis elegans	AM1062	mutated		whole animal	L2		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	49	derived_from_ENA_base_count_read_count_layout	unknown		unknown	RNA-seq analysis in C. elegans larval development and heat shock	PRJNA321849		L2		L2 larvae		whole animal	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	21577233	1057284417	True	3ba74b0dd2aab431ebb35928c80fddaf	745868429	745868429	ftp.sra.ebi.ac.uk/vol1/fastq/SRR406/006/SRR4069206/SRR4069206.fastq.gz	False	0		success	provided_project_vs_ena_project	source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR4069207	sharepoint_2026-07-13_new439	SRR4069207	SRX2055975	SAMN05710982	SRS1647995	PRJNA321853	SRP075274	GSE81520	27688402	shared/sharepoint_2026-07-13/training_input_bigwig/SRR4069207.bw	43919300	ab30394f0c30b7b85c4d144782e358c8f0f47223a7687037219391fc293562a1	True	True	Caenorhabditis elegans	AM1062	mutated		whole animal	L2		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	49	derived_from_ENA_base_count_read_count_layout	unknown		unknown	RNA-seq analysis in C. elegans larval development and heat shock	PRJNA321849		L2		L2 larvae		whole animal	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	25930073	1270573577	True	e7d27a6660019d54eea08067eaad9ea9	894634437	894634437	ftp.sra.ebi.ac.uk/vol1/fastq/SRR406/007/SRR4069207/SRR4069207.fastq.gz	False	0		success	provided_project_vs_ena_project	source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR4069208	sharepoint_2026-07-13_new439	SRR4069208	SRX2055976	SAMN05710981	SRS1647998	PRJNA321853	SRP075274	GSE81520	27688402	shared/sharepoint_2026-07-13/training_input_bigwig/SRR4069208.bw	41558296	3842e60bb97ac95963bd403663bcfaff698a573c16452ff93333bce5050b46a5	True	True	Caenorhabditis elegans	AM1062	mutated		whole animal	L2		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	49	derived_from_ENA_base_count_read_count_layout	unknown		unknown	RNA-seq analysis in C. elegans larval development and heat shock	PRJNA321849		L2		L2 larvae		whole animal	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	22251684	1090332516	True	0b09d7702320e177200248a73f59498c	782559607	782559607	ftp.sra.ebi.ac.uk/vol1/fastq/SRR406/008/SRR4069208/SRR4069208.fastq.gz	False	0		success	provided_project_vs_ena_project	source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR4069209	sharepoint_2026-07-13_new439	SRR4069209	SRX2055977	SAMN05710980	SRS1647999	PRJNA321853	SRP075274	GSE81520	27688402	shared/sharepoint_2026-07-13/training_input_bigwig/SRR4069209.bw	43708321	907d32cd61895356339da8f347537372b060ca63afc25da383031078fec134c0	True	True	Caenorhabditis elegans	AM1062	mutated		whole animal	L2		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	49	derived_from_ENA_base_count_read_count_layout	unknown		unknown	RNA-seq analysis in C. elegans larval development and heat shock	PRJNA321849		L2		L2 larvae		whole animal	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	33295270	1631468230	True	a5249c4ddb36e001831a0162fd1e7964	1126975935	1126975935	ftp.sra.ebi.ac.uk/vol1/fastq/SRR406/009/SRR4069209/SRR4069209.fastq.gz	False	0		success	provided_project_vs_ena_project	source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR4069210	sharepoint_2026-07-13_new439	SRR4069210	SRX2055978	SAMN05710979	SRS1648008	PRJNA321853	SRP075274	GSE81520	27688402	shared/sharepoint_2026-07-13/training_input_bigwig/SRR4069210.bw	45533553	d348d9dd54cb3bccd29d678cc9dbc5df737c223c8fcf6354d69acc37b9a56f86	True	True	Caenorhabditis elegans	AM1062	mutated		whole animal	L2		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	49	derived_from_ENA_base_count_read_count_layout	unknown		unknown	RNA-seq analysis in C. elegans larval development and heat shock	PRJNA321849		L2		L2 larvae		whole animal	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	36015440	1764756560	True	1f44b3f5316cb59cdcd03345f0af2911	1216422616	1216422616	ftp.sra.ebi.ac.uk/vol1/fastq/SRR406/000/SRR4069210/SRR4069210.fastq.gz	False	0		success	provided_project_vs_ena_project	source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR4069211	sharepoint_2026-07-13_new439	SRR4069211	SRX2055979	SAMN05710978	SRS1648000	PRJNA321853	SRP075274	GSE81520	27688402	shared/sharepoint_2026-07-13/training_input_bigwig/SRR4069211.bw	35579774	05d128505cbe4d5c4afc8c7c664a17f72b73ce1567f92d694f799ea29b68d464	True	True	Caenorhabditis elegans	AM1062	mutated		whole animal	L2		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	49	derived_from_ENA_base_count_read_count_layout	unknown		unknown	RNA-seq analysis in C. elegans larval development and heat shock	PRJNA321849		L2		L2 larvae		whole animal	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	21425349	1049842101	True	08c3d9a73d9f1b0efa2b22eaa8848139	726398804	726398804	ftp.sra.ebi.ac.uk/vol1/fastq/SRR406/001/SRR4069211/SRR4069211.fastq.gz	False	0		success	provided_project_vs_ena_project	source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR5227333	sharepoint_2026-07-13_new439	SRR5227333	SRX2536448	SAMN06293522	SRS1956388	PRJNA369752	SRP098791	GSE94455	28787592	shared/sharepoint_2026-07-13/training_input_bigwig/SRR5227333.bw	20628100	55beb6c960d24b5695bfcbdd53e0f53946948ed1ed2ae36d48f5ddffc745d1a5	True	True	Caenorhabditis elegans	wild type (N2)	WT		whole worm	Young Adult		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	The Conserved Intron Binding Protein EMB-4 Plays Differential Roles in Germline Small RNA Pathways of C. elegans	PRJNA369752		Young Adult		Young Adults		whole worm	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	9073546	462750846	True	d798d3c236cc17e3b67958d31433bb96	389920466	389920466	ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/003/SRR5227333/SRR5227333.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
