sample_uid	batch	run_accession	experiment_accession	biosample_accession	sra_sample_accession	bioproject_accession	sra_study_accession	geo_accession	pubmed_id	local_path	local_size_bytes	sha256	sha256_matches_prior_inventory	wbcel235_exact	organism	strain	genotype	sex	tissue_or_cell_type	development_stage	condition	assay	library_source	library_selection	library_layout	mean_read_length_bp_derived	read_length_status	strandedness	biological_replicate	technical_replicate	study_title	provided_data_source	sharepoint_paper_lab	provided_stage	sharepoint_stage	ena_sample_stage	provided_tissue	ena_sample_tissue	bigwig_generator	bigwig_reference_genome	bigwig_aligner	bigwig_generation_command	signal_unit	normalization_class	mathematically_convertible_without_source_reads	read_count	base_count	fastq_available	fastq_md5	fastq_file_bytes	fastq_bytes	fastq_ftp	bam_available	bam_bytes	bam_ftp	ena_query_status	metadata_conflict_flags	metadata_evidence_status	include_formal_v2	exclusion_reason
rna_seq:SRR28645091	sharepoint_2026-07-13_new439	SRR28645091	SRX24238207	SAMN40932163	SRS21006594	PRJNA1099212	SRP501530	GSE263771	40097442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR28645091.bw	94612429	31fc2cd57cfb2326eeffbc196c7ff84e8a0b83bbb896647e3d043b0de0372c12	True	True	Caenorhabditis elegans	ssup-72(0)	mutated		whole worm	L1		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	97.7113	derived_from_ENA_base_count_read_count_layout	unknown		unknown	The SSUP-72/PINN-1 module is required for efficient 3'end processing and coordinates developmental gene expression during exit from diapause in C. elegans [RNAseq-SSUP72]	PRJNA1099212		L1		L1		whole worm	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	33042507	6457250463	True	136297b6b630150d96e3c87af4f74eb6;9804f260acc37c651143903e7c376f97	1712755697;1720676873	3433432570	ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/091/SRR28645091/SRR28645091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/091/SRR28645091/SRR28645091_2.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR28645092	sharepoint_2026-07-13_new439	SRR28645092	SRX24238206	SAMN40932164	SRS21006593	PRJNA1099212	SRP501530	GSE263771	40097442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR28645092.bw	99030275	80beaee6a2a6335d3fb08045281efb034861963ef03fe1fbb94e2fb1f5a77458	True	True	Caenorhabditis elegans	N2	WT		whole worm	L1		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	97.5824	derived_from_ENA_base_count_read_count_layout	unknown		unknown	The SSUP-72/PINN-1 module is required for efficient 3'end processing and coordinates developmental gene expression during exit from diapause in C. elegans [RNAseq-SSUP72]	PRJNA1099212		L1		L1		whole worm	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	44798408	8743074418	True	99b07b9b5689faddabcc73cf46a895e9;448e73e05fda12e71d56ac63970c5750	2303052991;2317891929	4620944920	ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/092/SRR28645092/SRR28645092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/092/SRR28645092/SRR28645092_2.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR28645093	sharepoint_2026-07-13_new439	SRR28645093	SRX24238205	SAMN40932165	SRS21006592	PRJNA1099212	SRP501530	GSE263771	40097442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR28645093.bw	101610429	aeb3506e7194b9a71999c9c0f5f6c6836a5896e341b7f2f220d4fb8c9763965d	True	True	Caenorhabditis elegans	pinn-1(0)	mutated		whole worm	L1		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	97.4946	derived_from_ENA_base_count_read_count_layout	unknown		unknown	The SSUP-72/PINN-1 module is required for efficient 3'end processing and coordinates developmental gene expression during exit from diapause in C. elegans [RNAseq-SSUP72]	PRJNA1099212		L1		L1		whole worm	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	39321797	7667323864	True	44a2cf862a027bf2e008cecf06431785;29d232f43069caee7ab4ebd314036cab	1917464069;1983391069	3900855138	ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/093/SRR28645093/SRR28645093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/093/SRR28645093/SRR28645093_2.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR28645094	sharepoint_2026-07-13_new439	SRR28645094	SRX24238204	SAMN40932166	SRS21006591	PRJNA1099212	SRP501530	GSE263771	40097442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR28645094.bw	128364371	e601d1e10b787b415c1f41be63b2ff69602dbc94c9fa5eeb4bf2a7cf7a346125	True	True	Caenorhabditis elegans	pinn-1(0)	mutated		whole worm	L1		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	97.4983	derived_from_ENA_base_count_read_count_layout	unknown		unknown	The SSUP-72/PINN-1 module is required for efficient 3'end processing and coordinates developmental gene expression during exit from diapause in C. elegans [RNAseq-SSUP72]	PRJNA1099212		L1		L1		whole worm	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	63256653	12334829951	True	09e3e28ae75b1b02954e9e605cc32c45;7b375142b57739b25a0b8349c8d840e1	3089041296;3194089002	6283130298	ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/094/SRR28645094/SRR28645094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/094/SRR28645094/SRR28645094_2.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR28645095	sharepoint_2026-07-13_new439	SRR28645095	SRX24238203	SAMN40932167	SRS21006590	PRJNA1099212	SRP501530	GSE263771	40097442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR28645095.bw	117218431	d82ca2175d76b10c661e8dc09845f8a0ec12faffdbf7d30ba9de2c91d1899457	True	True	Caenorhabditis elegans	pinn-1(0)	mutated		whole worm	L1		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	97.4383	derived_from_ENA_base_count_read_count_layout	unknown		unknown	The SSUP-72/PINN-1 module is required for efficient 3'end processing and coordinates developmental gene expression during exit from diapause in C. elegans [RNAseq-SSUP72]	PRJNA1099212		L1		L1		whole worm	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	51209186	9979468253	True	17512d78fe4ca759b37a98a271fccc24;f6368edeaab1ab52cc51260e4906e49a	2499388516;2589380546	5088769062	ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/095/SRR28645095/SRR28645095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/095/SRR28645095/SRR28645095_2.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR28645096	sharepoint_2026-07-13_new439	SRR28645096	SRX24238202	SAMN40932168	SRS21006589	PRJNA1099212	SRP501530	GSE263771	40097442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR28645096.bw	110531938	4c52fd37e76a975777aec15790be51bfa771c51b8633f16405ad518d635d8798	True	True	Caenorhabditis elegans	ssup-72[S39A]	mutated		whole worm	L1		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	97.4597	derived_from_ENA_base_count_read_count_layout	unknown		unknown	The SSUP-72/PINN-1 module is required for efficient 3'end processing and coordinates developmental gene expression during exit from diapause in C. elegans [RNAseq-SSUP72]	PRJNA1099212		L1		L1		whole worm	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	47785185	9314260043	True	5906f14ba1dfe63fa938c05bf47cf902;afc30f0eec6232788fa853889c9bb8ab	2338165095;2413620074	4751785169	ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/096/SRR28645096/SRR28645096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/096/SRR28645096/SRR28645096_2.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR28645097	sharepoint_2026-07-13_new439	SRR28645097	SRX24238201	SAMN40932169	SRS21006588	PRJNA1099212	SRP501530	GSE263771	40097442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR28645097.bw	101424308	93f644af8fd80e0f2b7f3d2f98176f54604dd9babe8d1f032098f28de0a7915f	True	True	Caenorhabditis elegans	ssup-72[S39A]	mutated		whole worm	L1		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	97.0395	derived_from_ENA_base_count_read_count_layout	unknown		unknown	The SSUP-72/PINN-1 module is required for efficient 3'end processing and coordinates developmental gene expression during exit from diapause in C. elegans [RNAseq-SSUP72]	PRJNA1099212		L1		L1		whole worm	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	44801229	8694978832	True	06ef68a5f7894f8de484c4d7106214e7;ae5d41ce764b2eb55c35ec0cf476a969	2167110025;2225172721	4392282746	ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/097/SRR28645097/SRR28645097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/097/SRR28645097/SRR28645097_2.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR28645098	sharepoint_2026-07-13_new439	SRR28645098	SRX24238200	SAMN40932170	SRS21006587	PRJNA1099212	SRP501530	GSE263771	40097442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR28645098.bw	100186900	2296e6fd2f9dfc07afeacf3a39d9699b270c1e589b08d5b673694911bc6dba56	True	True	Caenorhabditis elegans	ssup-72[S39A]	mutated		whole worm	L1		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	97.4162	derived_from_ENA_base_count_read_count_layout	unknown		unknown	The SSUP-72/PINN-1 module is required for efficient 3'end processing and coordinates developmental gene expression during exit from diapause in C. elegans [RNAseq-SSUP72]	PRJNA1099212		L1		L1		whole worm	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	42089548	8200403707	True	f19881d620e494062dfd94d7efc0991d;587ee884d65cafca134a4a200d1cd951	2058340800;2124216495	4182557295	ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/098/SRR28645098/SRR28645098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/098/SRR28645098/SRR28645098_2.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR28645099	sharepoint_2026-07-13_new439	SRR28645099	SRX24238199	SAMN40932171	SRS21006586	PRJNA1099212	SRP501530	GSE263771	40097442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR28645099.bw	115124793	5110e01d52b778d0fb25f3756a6f965c28b99512d3092a0a6cad520aa65d0594	True	True	Caenorhabditis elegans	ssup-72[S39E]	mutated		whole worm	L1		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	97.3046	derived_from_ENA_base_count_read_count_layout	unknown		unknown	The SSUP-72/PINN-1 module is required for efficient 3'end processing and coordinates developmental gene expression during exit from diapause in C. elegans [RNAseq-SSUP72]	PRJNA1099212		L1		L1		whole worm	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	51508121	10023951434	True	be7b0a7131ce61ec96e0acdc3c2e47ab;8d3c64a9a5f2e5e75f36452ad7375435	2508742193;2588832847	5097575040	ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/099/SRR28645099/SRR28645099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/099/SRR28645099/SRR28645099_2.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR28645100	sharepoint_2026-07-13_new439	SRR28645100	SRX24238198	SAMN40932172	SRS21006585	PRJNA1099212	SRP501530	GSE263771	40097442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR28645100.bw	115073048	e76c011c044c1598fcc3072bc1f750fd5c1627fe8d1591da964543a084f80378	True	True	Caenorhabditis elegans	ssup-72[S39E]	mutated		whole worm	L1		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	97.3137	derived_from_ENA_base_count_read_count_layout	unknown		unknown	The SSUP-72/PINN-1 module is required for efficient 3'end processing and coordinates developmental gene expression during exit from diapause in C. elegans [RNAseq-SSUP72]	PRJNA1099212		L1		L1		whole worm	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	52001783	10120976129	True	991b2bd88d978a06cde69381ddd5d3dc;72fcf81ed2613e6e51ed530b4d61663d	2530062267;2610114760	5140177027	ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/000/SRR28645100/SRR28645100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/000/SRR28645100/SRR28645100_2.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR28645101	sharepoint_2026-07-13_new439	SRR28645101	SRX24238197	SAMN40932173	SRS21006584	PRJNA1099212	SRP501530	GSE263771	40097442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR28645101.bw	108517605	fe13167903c92bc3847452c5e1024c7c60c0a613634fd9d34960c8ba93561e9d	True	True	Caenorhabditis elegans	ssup-72[S39E]	mutated		whole worm	L1		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	97.4797	derived_from_ENA_base_count_read_count_layout	unknown		unknown	The SSUP-72/PINN-1 module is required for efficient 3'end processing and coordinates developmental gene expression during exit from diapause in C. elegans [RNAseq-SSUP72]	PRJNA1099212		L1		L1		whole worm	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	43506018	8481908872	True	92a719b234428d4c318cd6fc428b914f;4812464f33939848a4b5607161ee272e	2118934058;2192326035	4311260093	ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/001/SRR28645101/SRR28645101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/001/SRR28645101/SRR28645101_2.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR28645102	sharepoint_2026-07-13_new439	SRR28645102	SRX24238196	SAMN40932174	SRS21006583	PRJNA1099212	SRP501530	GSE263771	40097442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR28645102.bw	141209612	d4b2d1f183c96b40ce042c00a44a8813286b79821ca8137c8fec8dc66040bf6e	True	True	Caenorhabditis elegans	ssup-72[E22K]	mutated		whole worm	L1		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	97.2272	derived_from_ENA_base_count_read_count_layout	unknown		unknown	The SSUP-72/PINN-1 module is required for efficient 3'end processing and coordinates developmental gene expression during exit from diapause in C. elegans [RNAseq-SSUP72]	PRJNA1099212		L1		L1		whole worm	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	66357302	12903469882	True	ddb3109516eb152793f76b91c07e52ee;e8b0d69bf0e6dad633560c1856b85a92	3251628715;3348762876	6600391591	ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/002/SRR28645102/SRR28645102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/002/SRR28645102/SRR28645102_2.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR28645103	sharepoint_2026-07-13_new439	SRR28645103	SRX24238195	SAMN40932175	SRS21006582	PRJNA1099212	SRP501530	GSE263771	40097442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR28645103.bw	113042641	ddc1cf0512482db86f11d08d9499ffb5633c7ac405017d0ddf018365d2eeddfe	True	True	Caenorhabditis elegans	ssup-72[E22K]	mutated		whole worm	L1		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	97.4053	derived_from_ENA_base_count_read_count_layout	unknown		unknown	The SSUP-72/PINN-1 module is required for efficient 3'end processing and coordinates developmental gene expression during exit from diapause in C. elegans [RNAseq-SSUP72]	PRJNA1099212		L1		L1		whole worm	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	43675647	8508476762	True	b1f2a5ee4d135fa58d14854c3eacda2f;c038f6da4cac219b94cb9c1f991942d4	2135975866;2207540442	4343516308	ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/003/SRR28645103/SRR28645103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/003/SRR28645103/SRR28645103_2.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR28645104	sharepoint_2026-07-13_new439	SRR28645104	SRX24238194	SAMN40932176	SRS21006581	PRJNA1099212	SRP501530	GSE263771	40097442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR28645104.bw	130317685	c22320e39e2393118fc19da050139d24328d023ef2f44c14c43c0e31ef422559	True	True	Caenorhabditis elegans	ssup-72[E22K]	mutated		whole worm	L1		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	97.575	derived_from_ENA_base_count_read_count_layout	unknown		unknown	The SSUP-72/PINN-1 module is required for efficient 3'end processing and coordinates developmental gene expression during exit from diapause in C. elegans [RNAseq-SSUP72]	PRJNA1099212		L1		L1		whole worm	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	59181770	11549323153	True	91b9e2ff1951e8b97ecbbf2afc337694;4da24b482af6fc2cb639f443634d001e	2913028977;3006770020	5919798997	ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/004/SRR28645104/SRR28645104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/004/SRR28645104/SRR28645104_2.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR28645105	sharepoint_2026-07-13_new439	SRR28645105	SRX24238193	SAMN40932177	SRS21006580	PRJNA1099212	SRP501530	GSE263771	40097442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR28645105.bw	102872373	878c3a156edd879b94403ffbfc5fbbebba887749c27d362edd2318618d9c958d	True	True	Caenorhabditis elegans	ssup-72[C13S]	mutated		whole worm	L1		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	97.397	derived_from_ENA_base_count_read_count_layout	unknown		unknown	The SSUP-72/PINN-1 module is required for efficient 3'end processing and coordinates developmental gene expression during exit from diapause in C. elegans [RNAseq-SSUP72]	PRJNA1099212		L1		L1		whole worm	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	43312614	8437038823	True	0b203b069801cb1d86cb64119b2755da;5933f536a9ef46f5e8cd417df3f350fe	2117690081;2189988400	4307678481	ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/005/SRR28645105/SRR28645105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/005/SRR28645105/SRR28645105_2.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR28645106	sharepoint_2026-07-13_new439	SRR28645106	SRX24238192	SAMN40932178	SRS21006579	PRJNA1099212	SRP501530	GSE263771	40097442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR28645106.bw	110482009	f1499a9ab2065446c760288ce62d0c7472ded8e623d6fb58fb8d1ed2694468a9	True	True	Caenorhabditis elegans	ssup-72[C13S]	mutated		whole worm	L1		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	97.457	derived_from_ENA_base_count_read_count_layout	unknown		unknown	The SSUP-72/PINN-1 module is required for efficient 3'end processing and coordinates developmental gene expression during exit from diapause in C. elegans [RNAseq-SSUP72]	PRJNA1099212		L1		L1		whole worm	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	45484515	8865573167	True	1eb8574482175301caee0c2f328d6121;88fe93d77b3a60dc243430c12649cc98	2225732470;2296330614	4522063084	ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/006/SRR28645106/SRR28645106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/006/SRR28645106/SRR28645106_2.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR28645107	sharepoint_2026-07-13_new439	SRR28645107	SRX24238191	SAMN40932179	SRS21006578	PRJNA1099212	SRP501530	GSE263771	40097442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR28645107.bw	96854589	ae5198bdb9bca0a7465cf66eb1a0dbc67ae00eee0cba9141ddd557fc8a8dae92	True	True	Caenorhabditis elegans	ssup-72[C13S]	mutated		whole worm	L1		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	97.4145	derived_from_ENA_base_count_read_count_layout	unknown		unknown	The SSUP-72/PINN-1 module is required for efficient 3'end processing and coordinates developmental gene expression during exit from diapause in C. elegans [RNAseq-SSUP72]	PRJNA1099212		L1		L1		whole worm	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	35398232	6896599670	True	1f58db47ce35b342911247996d120a73;891ff4e21bd1994fa4c688a4759ae13e	1735207348;1788414718	3523622066	ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/007/SRR28645107/SRR28645107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/007/SRR28645107/SRR28645107_2.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR28645108	sharepoint_2026-07-13_new439	SRR28645108	SRX24238190	SAMN40932180	SRS21006577	PRJNA1099212	SRP501530	GSE263771	40097442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR28645108.bw	126468705	4051203c57383d2dc3c8593a89b64aca73c04c44180636a1f82c21f4fcfd9761	True	True	Caenorhabditis elegans	ssup-72[E22K]	mutated		whole worm	L1		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	97.5218	derived_from_ENA_base_count_read_count_layout	unknown		unknown	The SSUP-72/PINN-1 module is required for efficient 3'end processing and coordinates developmental gene expression during exit from diapause in C. elegans [RNAseq-SSUP72]	PRJNA1099212		L1		L1		whole worm	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	65351209	12746338432	True	df7286b4c76b1b745b06455f3387d612;af0f43b588e74e39f0729603ea97db96	3192680575;3299570343	6492250918	ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/008/SRR28645108/SRR28645108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/008/SRR28645108/SRR28645108_2.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR28645109	sharepoint_2026-07-13_new439	SRR28645109	SRX24238189	SAMN40932181	SRS21006576	PRJNA1099212	SRP501530	GSE263771	40097442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR28645109.bw	109880040	3835800a8b8ed0070464e48732bbcee37f9d502bec01dcd93baa8fe112c8a689	True	True	Caenorhabditis elegans	ssup-72[E22K]	mutated		whole worm	L1		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	97.4551	derived_from_ENA_base_count_read_count_layout	unknown		unknown	The SSUP-72/PINN-1 module is required for efficient 3'end processing and coordinates developmental gene expression during exit from diapause in C. elegans [RNAseq-SSUP72]	PRJNA1099212		L1		L1		whole worm	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	43901591	8556866094	True	d8523da20ba3e3ed27a0e4926a94cc02;4ab8319cad6d2552ac5d834a007b8134	2143328724;2223011779	4366340503	ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/009/SRR28645109/SRR28645109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/009/SRR28645109/SRR28645109_2.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR28645110	sharepoint_2026-07-13_new439	SRR28645110	SRX24238188	SAMN40932182	SRS21006575	PRJNA1099212	SRP501530	GSE263771	40097442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR28645110.bw	115019489	58eb7c6999579e90f206390f636492c5f624a02852ae7f74f184566ac8022447	True	True	Caenorhabditis elegans	ssup-72[E22K]	mutated		whole worm	L1		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	97.5423	derived_from_ENA_base_count_read_count_layout	unknown		unknown	The SSUP-72/PINN-1 module is required for efficient 3'end processing and coordinates developmental gene expression during exit from diapause in C. elegans [RNAseq-SSUP72]	PRJNA1099212		L1		L1		whole worm	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	49116423	9581857460	True	3c6efab370e07756ac38fb5f045147ea;44ce2585e6655d0a98948c687c97bd2a	2404440491;2478509688	4882950179	ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/010/SRR28645110/SRR28645110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/010/SRR28645110/SRR28645110_2.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR28645111	sharepoint_2026-07-13_new439	SRR28645111	SRX24238187	SAMN40932183	SRS21006573	PRJNA1099212	SRP501530	GSE263771	40097442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR28645111.bw	95207218	3d26e600a784ea57baf9999933fc35e6e9bd707e4b21548ba8f0fa44a9b5a3a8	True	True	Caenorhabditis elegans	N2	WT		whole worm	L1		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	97.5457	derived_from_ENA_base_count_read_count_layout	unknown		unknown	The SSUP-72/PINN-1 module is required for efficient 3'end processing and coordinates developmental gene expression during exit from diapause in C. elegans [RNAseq-SSUP72]	PRJNA1099212		L1		L1		whole worm	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	37563795	7328375010	True	a70ca7f02869be5116ac979dab75ba21;d88e6c4604194015c3b6f768e8937481	1842346307;1893342483	3735688790	ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/011/SRR28645111/SRR28645111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/011/SRR28645111/SRR28645111_2.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
